aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,ng,_RA,_DE,Separation
spec-2510-53877-0170,0.08664677,10.361,10.093270023702171,-0.02925421497898852,-0.041388445272576,101.30364894442889,176.71560116,24.13029948,1.622,2.96,0.28,4.63,176.7156,24.1303,0.0042460352694862384
spec-2510-53877-0455,0.08710524,10.568,9.987891872445678,0.23013761317029188,0.0245401672243108,134.03911543614848,176.56778016,24.8857692,1.631,4.79,0.11,6.91,176.56778,24.88577,0.002927016348980633
spec-2511-53882-0032,0.06784467,10.449,10.156981444760815,-0.052080442376450084,0.0723186509422815,120.99683457444019,178.39603399,21.44643533,1.299,4.26,0.31,3.59,178.39603,21.44643,0.023386344524252454
spec-2511-53882-0167,0.09127621,10.729,10.154374530942913,0.17625066640580786,0.194068194363801,149.50519626991647,176.86241191,21.90447829,1.701,3.67,0.7,3.48,176.86241,21.90448,0.008865418842760906
spec-2511-53882-0246,0.06693885,10.962,10.129808308703163,0.27575524883740654,0.221304187668199,149.97956929430237,175.90049499,21.61485337,1.283,5.9,0.77,3.07,175.90049,21.61485,0.02064223372196052
spec-2511-53882-0255,0.06701867,10.291,10.153606224789629,-0.06267287782137224,-0.0492930370154024,129.76192576677002,175.89147806,21.74358902,1.285,5.06,0.2,7.42,175.89148,21.74359,0.0073843883076810885
spec-2511-53882-0577,0.06405288,10.222,10.144160783473955,-0.02809724612669644,-0.0519919962585145,107.2645859809018,178.10214264,22.36604187,1.232,2.14,0.54,3.06,178.10214,22.36604,0.011070992794379649
spec-2512-53877-0023,0.09667394,10.905,10.133413235615938,0.24456098267515194,0.26075258191501,178.9912249933574,179.4023411,16.79659661,1.79,18.63,0.21,8.0,179.40234,16.7966,0.012779268367294618
spec-2512-53877-0357,0.06750741,10.937,10.054247382455388,0.2530556084228776,-0.00368924353744465,146.03743969145927,177.11448718,17.31053697,1.293,3.81,0.73,2.99,177.11449,17.31054,0.014591872520859011
spec-2512-53877-0509,0.0677468,10.916,10.05382421608589,0.15452975788343032,0.230788245201136,179.36730602052603,178.57386945,17.92098397,1.297,4.07,0.25,5.41,178.57387,17.92098,0.014415632887984283
spec-2512-53877-0512,0.05138513,11.003,10.03867118965313,0.29410012196549695,0.103428604785004,153.66723427387151,178.74543142,17.26307017,1.004,5.6,0.49,3.39,178.74543,17.26307,0.004919928334367534
spec-2513-54141-0090,0.06939637,10.732,10.04558590392882,0.3014664503780401,0.166329222953425,155.93117914460535,178.94531047,21.28604985,1.326,4.16,0.56,4.32,178.94531,21.28605,0.0016664863220049908
spec-2513-54141-0185,0.09048763,10.903,10.149425094242314,-0.02376909686550409,0.194012336494992,158.2261821057997,178.16592566,21.86919456,1.687,10.6,0.72,4.0,178.16593,21.86919,0.021902619925516467
spec-2513-54141-0186,0.03823568,10.489,10.127355803370648,-7.59436028763254E-4,0.0357505403475551,126.4230551503102,178.22441592,21.83544375,,,0.0,5.47,178.22442,21.83544,0.0191870278867376
spec-2513-54141-0291,0.06773333,11.087,10.15219022088814,0.2990183808709825,0.165018097944539,216.104126676481,177.56848618,21.45470136,1.297,7.96,0.26,5.39,177.56849,21.4547,0.01370355232449091
spec-2514-53882-0330,0.07139123,10.694,10.077250262043627,-0.06457133062999156,0.123820165480859,153.8088059143259,177.66799943,25.95652693,1.361,4.94,0.54,4.32,177.668,25.95653,0.011204943392402376
spec-2514-53882-0359,0.08804043,10.687,10.110570023925863,0.14180676871854958,-0.105448894437799,144.35231819143064,177.38786323,24.91473543,1.646,3.19,0.35,3.09,177.38786,24.91474,0.019541832464252923
spec-2515-54180-0195,0.04009914,11.019,9.960213147350862,0.22258239976185584,0.111515163383684,176.6642992179826,178.45964901,19.7504759,0.793,5.19,0.14,4.54,178.45965,19.75048,0.015136353777558979
spec-2516-54241-0060,0.08255512,11.063,10.159548916774916,0.28459185297527284,0.305982652058643,158.7899075518413,236.07728817,10.8833132,1.554,7.98,0.06,4.86,236.07729,10.88331,0.013212301614474254
spec-2516-54241-0169,0.08321498,10.466,10.16147945604954,-0.21221173651596892,0.430881880514276,132.56284545432524,235.59577789,11.08511104,1.565,5.23,0.17,5.06,235.59578,11.08511,0.008341691115056445
spec-2516-54241-0181,0.08167107,10.988,10.08881806309884,0.25787047982693584,0.146914253527811,175.8389820900839,235.39792343,11.27791884,1.539,7.39,0.11,6.67,235.39792,11.27792,0.012809389339400899
spec-2516-54241-0617,0.09569592,11.415,10.160206978739891,0.36303278121927796,0.317600203036803,208.63383553703667,236.76647256,12.20632855,1.774,10.08,0.2,4.05,236.76647,12.20633,0.010410867103431738
spec-2517-54567-0192,0.07088641,10.8,10.156368954921208,0.048104918151716906,-0.047922167277138,133.47614738598017,235.40247106,13.83252562,1.352,6.21,0.14,4.68,235.40247,13.83253,0.016197509135463996
spec-2519-54570-0111,0.09668969,10.489,9.988488910724914,0.07141348302063318,0.226673238659681,152.18548002569133,238.03170374,12.90940929,1.79,4.08,0.2,4.89,238.0317,12.90941,0.01337028043096433
spec-2519-54570-0479,0.07271695,10.613,10.157908567828194,0.09342108773330064,0.153876301815847,154.73876428380757,237.62300707,13.64891603,1.384,3.38,0.75,2.96,237.62301,13.64892,0.01758767441118747
spec-2520-54584-0263,0.07186251,10.932,10.094084671968462,0.30581343351748846,0.156447189074558,141.1033873981539,237.68773045,10.08433281,1.37,7.88,0.68,3.86,237.68773,10.08433,0.010240966460653214
spec-2520-54584-0350,0.03451183,10.499,10.131705027056428,0.18696613581874938,0.2399206046758,130.66008465402615,237.18322276,11.66480232,0.688,4.2,0.14,4.28,237.18322,11.6648,0.012823581927048048
spec-2521-54538-0207,0.03340936,10.885,9.989484264317378,0.12791382424734138,0.148802252024898,132.7938577781887,239.18556917,14.00487242,0.666,5.9,0.7,2.78,239.18557,14.00487,0.009181731919842603
spec-2521-54538-0479,0.07306781,11.355,10.129406788925287,0.31459196272302303,0.217835038406981,203.98532967921685,239.34965701,15.2068599,1.39,10.84,0.2,5.29,239.34966,15.20686,0.010393336268212611
spec-2521-54538-0605,0.09098992,10.995,10.136862565400218,0.050340155730804075,-0.0169241208582075,139.33209587311578,240.37379152,15.83223917,1.696,9.2,0.52,4.13,240.37379,15.83224,0.006053283066456871
spec-2522-54570-0207,0.03984496,10.784,10.035920691951072,-0.10177451470111624,-0.0343027598980421,140.29984513448946,239.32891848,11.63964228,0.789,5.94,0.43,5.22,239.32892,11.63964,0.009802816818073509
spec-2522-54570-0369,0.03367431,10.916,10.141598379678676,0.17170867363320816,0.127656821504255,188.13999745864916,239.22472187,14.12748474,0.671,5.47,0.28,3.97,239.22472,14.12748,0.01827019389677076
spec-2523-54572-0248,0.07215229,10.796,10.15324874938019,0.0256237367741981,0.0976174288452074,153.21877851063917,239.41803529,9.78646093,1.375,5.54,0.0,6.44,239.41803,9.78646,0.019063175151717203
spec-2523-54572-0395,0.07254996,11.119,10.122313254933806,0.3142140967875383,0.280585107100431,154.7359220530376,238.75147427,10.88236382,1.381,15.73,0.0,8.0,238.75147,10.88236,0.020420419542661387
spec-2523-54572-0397,0.07225299,10.325,10.086801600563843,0.05650483090046785,0.00169477624579388,102.61655538018766,238.71946604,11.21320153,1.376,2.53,0.52,3.4,238.71947,11.2132,0.015029516193283889
spec-2523-54572-0585,0.06851062,10.513,9.97970806207762,0.12432873570229079,0.0556709931001752,119.05982564677474,240.81408211,11.09628129,1.311,3.05,0.56,4.77,240.81408,11.09628,0.00878229831970788
spec-2524-54568-0255,0.07368364,11.03,10.070061716304945,0.3514466250722893,0.0891491917430773,168.93985716629066,240.85757907,14.20337347,1.401,5.21,0.34,3.49,240.85758,14.20337,0.012906755528648308
spec-2526-54582-0314,0.08946255,10.528,9.967701220680576,-0.26289990247734535,0.2563231403667,142.35383651213564,240.97577086,9.30921417,1.671,6.43,0.23,7.04,240.97577,9.30921,0.015319743524365522
spec-2526-54582-0406,0.07618287,10.858,10.14861863389756,0.147204905510549,0.221522734229702,170.8376592098105,241.90682761,10.5727444,1.444,8.12,0.15,6.83,241.90683,10.57274,0.017956673980248753
spec-2527-54569-0028,0.0830904,10.836,9.929036934659829,0.15549619346254273,0.285533983765113,136.6188357236104,244.64052546,13.04135124,1.564,5.92,0.6,3.52,244.64053,13.04135,0.016536372369538588
spec-2528-54571-0025,0.09423339,11.043,10.14741489144866,0.36194678174897965,-0.0431626500470568,179.24975370326837,244.94112528,11.0380736,1.749,6.21,0.0,4.45,244.94112,11.03807,0.022716099790888653
spec-2528-54571-0364,0.07323829,10.541,10.128751826512708,0.18201507754165805,0.0634991690283582,117.97943626182641,243.78483526,12.58501666,1.394,3.02,0.75,2.24,243.78483,12.58502,0.02204825125718228
spec-2528-54571-0460,0.07931966,11.259,10.157745588625177,0.08348062426239825,-0.0108093817712924,170.1820337499023,243.95229768,12.32964555,1.499,6.48,0.25,3.3,243.9523,12.32965,0.017978198046144526
spec-2529-54585-0147,0.09958588,10.619,10.060529143714549,0.3881466139705672,0.287460301831104,151.23631579203035,244.40700689,8.91748023,1.838,3.65,0.55,1.95,244.40701,8.91748,0.011091618385082016
spec-2529-54585-0309,0.04763447,10.667,10.115596337006107,0.22674520062723721,0.0382807823940232,127.49191933301307,243.17922219,8.74430852,0.934,3.39,0.2,5.72,243.17922,8.74431,0.009439728629795155
spec-2529-54585-0538,0.09921806,11.071,10.151677354423393,0.10368937176240756,0.126178106783469,171.82737699967785,245.11458496,9.21353288,1.832,8.21,0.46,4.91,245.11458,9.21353,0.020448918654461468
spec-2530-53881-0315,0.05132575,10.927,10.141858080748344,0.3321438587630342,0.184905379109924,148.49804527078345,244.51927213,12.68927575,1.003,5.45,0.64,2.52,244.51927,12.68928,0.01703088616348327
spec-2530-53881-0317,0.09418921,11.21,10.166862384419098,0.3444020361104554,0.175486764177765,213.09585021978816,244.56898752,12.62476279,1.75,10.04,0.09,7.44,244.56899,12.62476,0.013295990403801892
spec-2530-53881-0465,0.05043335,11.09,10.150067528474386,0.09693614382706599,0.054709805766299,152.05279613215887,245.45588825,13.00338516,0.987,8.28,0.51,3.49,245.45589,13.00338,0.019563954593027254
spec-2531-54572-0200,0.03314357,10.933,10.05449457506187,0.20551099354562388,0.139544356719439,170.84467805063926,245.61962881,10.5048177,0.662,4.37,0.25,3.31,245.61963,10.50482,0.009289833963496528
spec-2531-54572-0356,0.09256322,11.135,10.13410607030735,0.34495755441872633,0.20458231494939,193.22223533807733,244.98844045,10.93350404,1.722,6.45,0.56,3.1,244.98844,10.9335,0.014630718513302292
spec-2531-54572-0431,0.09946562,10.921,10.141199484992164,0.27059328729324467,0.0103142619711331,160.9833946928174,245.28065098,10.92728831,1.836,4.76,0.65,2.39,245.28065,10.92729,0.007001040889536012
spec-2532-54589-0073,0.03173922,10.656,10.140067446218069,0.1828057718672587,0.0137105219679416,120.45774238801398,246.97725063,8.49503368,0.635,3.85,0.65,2.24,246.97725,8.49503,0.013436557488022647
spec-2533-54585-0023,0.08522696,10.481,10.133024235897608,0.2875915379199545,-0.126222698421334,118.1809802234063,249.66070494,11.39055937,1.598,5.06,0.7,2.08,249.6607,11.39056,0.01758062758908653
spec-2533-54585-0098,0.08381543,11.361,10.020086398852682,0.375414417930347,0.18532746261325,224.26370432888294,249.11062274,10.9196693,1.575,8.52,0.22,4.79,249.11062,10.91967,0.010007865307285101
spec-2533-54585-0517,0.08634449,10.65,10.061160082893421,0.2095098867013461,0.0456608593167217,136.83952305671608,249.00918083,12.08653597,1.618,4.67,0.33,5.09,249.00918,12.08654,0.014799282583758983
spec-2533-54585-0634,0.08061257,10.832,10.140076698568583,0.3107821541642593,0.14625354949245,135.76021828706152,249.94107499,11.69525191,1.52,6.79,0.44,4.12,249.94107,11.69525,0.018887159315681752
spec-2570-54081-0447,0.05292179,10.345,10.143220581982492,0.1231633814465296,-0.0748793843132783,114.97836277152527,122.25606695,8.78087198,1.032,2.76,0.28,3.77,122.25607,8.78087,0.012983037581167107
spec-2571-54055-0059,0.07834586,10.453,10.161249845532264,0.08213567341796535,-0.465068302947073,101.00816836413081,125.94124715,8.58251751,1.483,3.83,0.35,4.44,125.94125,8.58252,0.01353796570393194
spec-2573-54061-0186,0.09713707,10.76,9.995048374609002,-0.022053310960091343,0.0749154847918117,125.76045353716013,130.15321381,10.31752702,1.798,4.47,0.69,2.54,130.15321,10.31753,0.017239021380861405
spec-2573-54061-0536,0.0296702,10.708,10.116962811927777,0.21269356906161843,0.0250854244090904,118.66627987936029,131.12510501,11.18267766,0.595,4.11,0.09,4.04,131.1251,11.18268,0.019596582162571038
spec-2574-54084-0392,0.06772858,10.504,9.998352999442027,0.031097361776313007,-0.0619848069217804,108.03143563538048,131.83284977,11.03109373,1.297,2.69,0.42,2.11,131.83285,11.03109,0.013452571043588235
spec-2575-54085-0309,0.06773219,10.691,10.119518197616467,0.01606189431620899,0.0369912462627093,148.1744180325195,134.13529597,11.36389339,1.297,4.42,0.16,5.18,134.1353,11.36389,0.018741606212796906
spec-2576-54086-0355,0.08000728,10.652,10.115076075408428,0.19029305381267456,0.339762465268895,130.1441573365687,135.81370621,12.15520312,1.512,4.04,0.42,4.5,135.81371,12.1552,0.01743740453144585
spec-2576-54086-0516,0.06713077,11.127,10.05578603414634,0.2790147477019857,0.163865628933765,171.78397167702053,137.33353593,12.09392337,1.286,6.76,0.59,3.3,137.33354,12.09392,0.01877345964101365
spec-2577-54086-0214,0.0978285,11.242,10.069833538059529,0.08157937168512054,0.198881458997588,179.97048830867377,139.41751398,11.91552909,1.809,7.66,0.34,3.69,139.41751,11.91553,0.01439695314195076
spec-2578-54093-0238,0.07889085,10.376,10.114138101900668,0.15691616315985293,-0.00469647864558569,105.07490084461264,141.38572605,12.78047555,1.492,2.75,0.51,2.8,141.38573,12.78048,0.02118852062688518
spec-2578-54093-0369,0.08259029,10.962,10.136515467345342,0.09631700057138304,0.0759136616754115,146.81467990580123,141.46161432,13.77375086,1.554,4.54,0.65,2.87,141.46161,13.77375,0.015418804852674274
spec-2578-54093-0561,0.05135375,11.471,10.146535574441538,0.1275815699599141,0.00138017674814457,192.2712921091053,142.52273775,13.97261831,1.003,10.45,0.19,3.11,142.52274,13.97262,0.009939811797590957
spec-2579-54068-0162,0.0879037,10.849,10.014600969362617,0.0841743451096989,0.130916410421978,188.15010414295614,142.78673036,14.5181687,1.644,6.93,0.55,6.4,142.78673,14.51817,0.004845251506938114
spec-2579-54068-0201,0.08803814,10.835,10.165043658543135,0.12741429194785947,0.0966765236384997,181.77144324790416,142.45096133,13.86198205,1.646,7.0,0.29,6.67,142.45096,13.86198,0.00872200904269939
spec-2579-54068-0238,0.07668834,10.338,10.060121938330811,0.017390854828396272,-0.253291447841559,118.75736614409932,142.35437346,14.76511448,1.453,2.53,0.75,3.6,142.35437,14.76511,0.020129254250348585
spec-2579-54068-0535,0.07743541,10.563,9.954372385607815,0.10896462054434844,-0.136496990902994,157.82864727369324,143.42917325,15.7730243,1.466,3.25,0.67,4.72,143.42917,15.77302,0.01914172395978537
spec-2580-54092-0443,0.08255613,10.206,10.109653705293258,-0.26395235379184173,0.427951929617785,90.53503970522924,144.58501586,14.50978358,1.553,4.69,0.33,5.57,144.58502,14.50978,0.019346473978975442
spec-2580-54092-0477,0.05161063,10.635,10.108985992240225,0.09466460716440141,-0.0397759583777673,120.57704494237768,144.40493322,13.55153387,1.007,2.65,0.16,4.03,144.40493,13.55153,0.017919183945379242
spec-2581-54085-0042,0.06791934,10.964,10.065599316171037,0.24378538249840576,0.00198166668167066,148.30544202566085,145.68573039,14.64381783,1.301,5.29,0.53,3.94,145.68573,14.64382,0.007929222817825743
spec-2581-54085-0115,0.07716866,11.106,10.15305370562406,0.22184859137660706,0.19335717862606,185.65750752884983,145.92142081,15.24045247,1.462,8.81,0.27,4.55,145.92142,15.24045,0.009326475814139834
spec-2581-54085-0149,0.02555185,10.65,10.140533495397499,0.0568479648090673,0.125072444178689,162.79750889402158,145.45869735,14.966717,0.515,4.38,0.3,4.49,145.4587,14.96672,0.014197935943126882
spec-2581-54085-0401,0.05073953,10.438,10.114583794081591,0.16633591854164215,0.0720533995432871,108.86353781064612,145.71745388,16.4519517,0.991,4.07,0.66,4.01,145.71745,16.45195,0.01472787589012378
spec-2581-54085-0639,0.05089116,11.055,10.143126350844522,0.22491563571927248,0.134715082293936,178.9180401162267,146.56676358,16.02377663,0.994,5.1,0.15,3.99,146.56676,16.02378,0.01733867845853916
spec-2582-54139-0593,0.07569302,11.105,10.135366837283907,0.29841357245966377,-0.014939985168368,168.6362506066034,147.64178425,14.22804245,1.435,3.93,0.18,2.97,147.64178,14.22804,0.017255182577642216
spec-2583-54095-0067,0.08495717,10.653,9.879963368406022,-0.19753133003828066,0.0947499132349022,126.32037310018549,149.00416151,16.00585712,1.596,2.61,0.21,7.98,149.00416,16.00586,0.011610289452064958
spec-2583-54095-0298,0.07561149,10.692,10.118627619273575,0.21149381755152846,0.146831419371628,128.89310932172128,146.91657168,15.82328569,1.434,7.26,0.16,6.5,146.91657,15.82329,0.016571209210297713
spec-2583-54095-0514,0.07617054,11.181,10.102160064816529,0.24862799922500606,0.115434645901852,190.0089097417105,148.73099027,16.34977539,1.444,7.18,0.5,4.28,148.73099,16.34977,0.019426402989938776
spec-2583-54095-0551,0.07560784,10.962,10.142983055887411,0.31945406557245326,0.209925232994843,182.70339576655178,148.77658507,16.36274662,1.434,4.67,0.39,4.22,148.77658,16.36275,0.0213250200092194
spec-2583-54095-0610,0.08528461,11.129,10.14917851460305,0.32974620368100743,0.208583084285514,155.78938338548633,149.36698518,16.95060344,1.6,9.87,0.22,4.32,149.36698,16.9506,0.02171526852632825
spec-2584-54153-0035,0.07805949,10.665,10.161448591962708,0.17716367273689312,0.0270977315097388,122.46237404435966,150.51765514,13.92877872,1.477,3.32,0.12,3.26,150.51765,13.92878,0.01854162261503998
spec-2584-54153-0075,0.05357379,10.182,10.128886840711656,-0.13792640986976573,-0.122860959582153,101.31753404975014,150.37005173,14.01208509,1.043,2.72,0.5,4.16,150.37005,14.01208,0.019294636688808185
spec-2584-54153-0375,0.07618844,10.573,10.152686488502013,0.1627978835285026,0.255835882233071,135.56069588501728,149.09206481,15.14029901,1.444,3.12,0.65,2.42,149.09206,15.1403,0.01709068617210652
spec-2584-54153-0539,0.08447978,10.836,10.075301053072518,0.29562031657549825,0.156442740524802,183.01524533425436,149.58741192,15.62580856,1.586,5.82,0.4,6.6,149.58741,15.62581,0.008437025739712096
spec-2585-54097-0109,0.07079819,10.211,10.121021063123331,-0.13976459385851497,-0.045013115819985,91.55519667529596,150.86144123,16.70048947,1.351,3.41,0.65,1.06,150.86144,16.70049,0.004650642087729469
spec-2585-54097-0148,0.0749862,11.34,10.075747456660373,0.35883491498786085,0.211968735290221,204.38722116881678,150.53999291,16.53462349,1.423,8.72,0.21,5.61,150.53999,16.53462,0.016084521889851638
spec-2585-54097-0414,0.06784441,10.727,10.153743613798603,0.2203419965580104,0.0402018386068941,149.71508644166482,150.43394939,17.72528198,1.298,3.1,0.63,2.62,150.43395,17.72528,0.007428580001181663
spec-2586-54169-0157,0.02719035,10.322,10.136906462964559,0.010541242864876742,0.0945029424278113,102.60456057518999,151.71744322,14.35911514,0.547,4.3,0.12,4.82,151.71744,14.35911,0.021645045734570347
spec-2586-54169-0158,0.02994028,10.541,10.129471417402799,0.13118487207628646,0.196321949162038,134.28644791631046,151.63862976,14.43353078,0.6,3.87,0.34,3.96,151.63863,14.43353,0.0029300138524883763
spec-2586-54169-0419,0.08446283,11.219,10.152448337615933,0.1422402884791376,0.121293160015633,231.73956086646692,150.93937129,14.95215204,1.586,6.64,0.44,3.09,150.93937,14.95215,0.008606123822692218
spec-2586-54169-0496,0.08335387,10.825,9.930529384980849,0.18458901331983812,-0.0203298388295131,148.04002368100714,151.8571352,14.92166398,1.568,3.9,0.81,2.66,151.85713,14.92166,0.023075832812195288
spec-2586-54169-0611,0.07010665,10.492,10.127988952396427,0.015218074379849712,0.168732391807667,113.91315777402924,152.74923337,14.66164648,1.339,3.68,0.33,5.14,152.74923,14.66165,0.01727239384120972
spec-2587-54138-0021,0.07803386,10.915,10.156623701758564,0.2947091717161343,0.185607971677423,165.8057734558902,153.94945352,17.02421085,1.477,11.8,0.18,7.28,153.94945,17.02421,0.012497146822912326
spec-2587-54138-0060,0.07177877,10.709,10.115382438673176,0.25557227180027847,0.161135494287712,117.77172356336915,153.53771936,15.82776724,1.369,5.43,0.15,4.78,153.53772,15.82777,0.01018025614163187
spec-2587-54138-0367,0.07718866,10.705,10.147215593286047,0.11342064668919968,-0.0899870821026404,130.93573239301887,152.31061025,18.02842944,1.462,3.82,0.24,4.12,152.31061,18.02843,0.0021901304706039007
spec-2588-54174-0195,0.08201783,10.745,10.162665812288843,0.20943277571067548,0.230233408340207,174.11280767843928,153.81491716,14.12995499,1.545,5.6,0.26,7.71,153.81492,14.12995,0.020518429277992734
spec-2588-54174-0197,0.08147562,11.099,10.15837453838297,0.30689774309595036,0.239902333125345,176.7947649243767,153.64103091,14.36247236,1.536,8.3,0.28,5.26,153.64103,14.36247,0.009069389470169144
spec-2588-54174-0286,0.08268333,11.232,10.11044988641938,0.3552967528150563,0.335544758944832,235.5424543276787,152.26269994,14.73064099,1.556,9.88,0.23,5.96,152.2627,14.73064,0.0035701170007812946
spec-2588-54174-0292,0.07022572,10.348,10.151907263882796,-0.06216152572027921,0.173877751319944,105.0307418573473,152.55921105,14.52299622,1.341,2.65,0.59,3.25,152.55921,14.523,0.01409139946590269
spec-2588-54174-0407,0.07192891,10.558,10.139841567839666,-0.04016738874803497,0.178720412561895,157.41213905103,153.22911432,15.57640031,1.37,5.74,0.31,5.68,153.22911,15.5764,0.015022336432966733
spec-2589-54174-0063,0.04323632,10.55,10.143016806954842,0.17648268035921083,-0.00172291737790137,138.41310957337438,156.18123905,17.04711058,0.852,4.17,0.7,1.68,156.18124,17.04711,0.003879553740856687
spec-2589-54174-0542,0.02738499,10.667,10.14145360539852,0.19644823348568022,0.349049038587198,147.02466843879105,155.52961948,17.83811183,0.55,4.34,0.22,3.51,155.52962,17.83811,0.006824755382811596
spec-2590-54175-0250,0.08155341,11.458,10.126192752368366,0.3992632367956277,0.283860322369005,244.7187234472754,154.80473532,15.01226142,1.537,10.66,0.19,6.44,154.80473,15.01226,0.019191704041178044
spec-2590-54175-0372,0.08142194,10.742,10.163166010411794,0.171720811450976,-0.139636259977706,150.06464905334096,154.68221006,15.59753171,1.535,5.35,0.3,7.72,154.68221,15.59753,0.006159514505869028
spec-2591-54140-0005,0.09962462,11.31,10.168596711349771,0.2263964403720977,0.181084204116454,211.2961410258264,158.22456591,16.83757196,1.838,7.12,0.23,3.36,158.22457,16.83757,0.015760505934401894
spec-2591-54140-0288,0.05534741,10.339,10.146776361475533,0.04703456596700619,-0.0471127227095099,119.95424336041305,155.75844249,17.07271467,1.076,4.19,0.22,8.0,155.75844,17.07271,0.018869838662449772
spec-2591-54140-0292,0.04420071,10.281,10.146519062083954,-0.2756068269856857,0.241061517338554,132.62969015839064,156.05090067,16.60398125,0.872,7.43,0.15,6.09,156.0509,16.60398,0.005058921911633934
spec-2591-54140-0356,0.02545251,10.424,10.074526253551745,0.2964144909290882,-0.0500713346091342,124.84328732153979,155.57164376,17.88184631,0.513,3.69,0.38,4.3,155.57164,17.88185,0.018504408560999403
spec-2591-54140-0412,0.02662828,10.433,10.132235165944834,0.22099429466788442,0.150059924227737,117.69079944742185,156.83617715,18.53098339,0.536,3.64,0.5,3.83,156.83618,18.53098,0.015606804854400972
spec-2592-54178-0359,0.08221809,10.769,10.112677206728314,0.2167473953042199,0.175745060343567,150.7981976948161,156.46589848,15.80504868,1.548,8.73,0.21,7.98,156.4659,15.80505,0.007092464395669188
spec-2592-54178-0581,0.09480607,10.919,10.059979655428549,0.17751504705960258,0.0721391264986969,144.95815238776098,158.88915935,16.29774954,1.759,9.87,0.17,5.06,158.88916,16.29775,0.002790469097388562
spec-2594-54177-0055,0.09286559,10.674,9.980268604056103,0.23860968555017795,0.112439868123486,130.334820300288,160.18050485,15.71552963,1.725,5.72,0.72,0.94,160.1805,15.71553,0.01686001533883852
spec-2594-54177-0458,0.08274334,10.727,10.096606814315752,0.2714312462328662,-0.0980301740393007,152.94472513064048,159.20969095,16.15090234,1.557,4.43,0.35,6.47,159.20969,16.1509,0.00904185482076727
spec-2594-54177-0622,0.05681,11.194,10.153274033237652,0.24934370713603393,0.191334339469754,220.42069733855837,160.40184501,16.78536337,1.102,6.76,0.3,4.27,160.40184,16.78536,0.021103401582127024
spec-2595-54207-0632,0.06836297,10.558,10.12312454594426,0.21922234335114277,-0.0608479502751404,115.02664490405459,182.00881508,17.76129812,1.308,4.12,0.45,4.82,182.00881,17.7613,0.018685123409709598
spec-2596-54207-0150,0.09306693,10.964,9.845916362912224,0.3779079550669598,-0.0378125333014936,148.89918333793693,183.58081257,16.82823117,1.731,5.95,0.67,1.22,183.58081,16.82823,0.009806434634013731
spec-2596-54207-0349,0.06144684,10.531,10.155256976106651,0.1628911639324889,-0.0166380989313055,110.17367234395377,182.16485319,17.97547884,1.186,4.64,0.34,4.57,182.16485,17.97548,0.011694475269203876
spec-2596-54207-0491,0.0762573,10.818,10.149986502174706,0.028517322533145376,0.089386630928059,162.7774609666812,183.33121386,17.60696778,1.446,4.32,0.6,4.58,183.33121,17.60697,0.015469414536999094
spec-2597-54231-0073,0.08498598,10.527,10.095934435775757,-0.0789148158360435,0.026439368482393,130.2467421410544,186.09544986,17.40914833,1.595,5.19,0.24,7.94,186.09545,17.40915,0.0060312039680628145
spec-2597-54231-0450,0.0683818,10.854,10.009639461040322,0.1279822118192084,-0.0163899431804567,130.87395789567407,185.1368708,18.79275908,1.309,3.52,0.12,4.77,185.13687,18.79276,0.004289867973808908
spec-2597-54231-0584,0.06913697,11.064,10.156604473534932,0.219591688524822,0.138891969562432,178.17602950304996,186.4932285,17.76040921,1.321,5.34,0.31,4.34,186.49323,17.76041,0.005876654198835135
spec-2598-54232-0006,0.06939892,11.317,10.133856671523974,0.3253785120813664,0.176429963497186,200.51121868535674,188.20865286,16.70050352,1.326,8.4,0.09,4.38,188.20865,16.7005,0.016057179001288807
spec-2598-54232-0320,0.0624694,10.375,10.153455763726585,-0.22028785473558266,-0.0710633722397522,98.1411525662334,186.05045443,17.40997486,1.204,9.22,0.28,6.25,186.05045,17.40997,0.023187908681222044
spec-2599-54234-0003,0.07075984,10.144,10.123636982279494,0.3215603817614119,0.00672024340449669,85.26894440310497,189.99771257,16.53912382,1.35,1.7,0.37,2.63,189.99771,16.53912,0.016363993429949614
spec-2599-54234-0052,0.06703545,10.466,10.146932554449016,0.06482202590564969,0.02850375365644,119.09540283236461,189.62038055,16.6260317,1.284,3.08,0.42,3.85,189.62038,16.62603,0.006407327775679572
spec-2599-54234-0104,0.07000136,11.042,10.03603138068875,0.12561148159515423,0.00291519013614404,155.27002170447378,189.73916138,16.89204463,1.337,7.92,0.12,4.59,189.73916,16.89204,0.017332611382529266
spec-2599-54234-0137,0.06924021,10.243,10.15433493904244,0.16491706942141982,0.190422880273956,104.36409839222462,189.0658529,16.59309114,1.324,3.78,0.41,5.31,189.06585,16.59309,0.010814240073529867
spec-2599-54234-0185,0.09062212,10.811,9.99867484625473,-0.06337036483569253,-0.16351217191933,129.57485451573095,188.86514563,16.70749219,1.689,4.84,0.81,1.67,188.86515,16.70749,0.0170058294103146
spec-2599-54234-0220,0.06864815,10.937,10.155471159709906,0.08045991569210625,0.168925426967406,156.0479043996524,188.91584574,16.44069865,1.314,7.83,0.58,3.62,188.91585,16.4407,0.015491064985459544
