aid,ra,dec,log_M,Rhlr,e,ng,z,sigma_e
spec-1222-52763-0170,169.610944693809,8.88455191784083,10.307,1.52,0.47,7.75,0.07596573,183.98695484641578
spec-1222-52763-0542,170.487307325986,9.79485354036253,10.521,2.28,0.36,5.79,0.06728792,194.20074498481705
spec-1223-52781-0040,173.086512295952,9.68138345318833,10.049,0.65,0.51,2.79,0.04146074,176.01349961787722
spec-1223-52781-0172,172.154556843937,9.59942706467791,10.683,1.85,0.39,6.68,0.06431625,237.71417955919293
spec-1224-52765-0063,175.358276424994,9.62371861498646,10.255,1.04,0.51,2.98,0.07721531,182.16118516674229
spec-1225-52760-0029,177.193237899569,9.9358106543552,10.522,1.56,0.55,4.5,0.08523016,192.10221730580326
spec-1225-52760-0183,175.495953271697,9.60133529147115,10.539,1.6,0.56,3.21,0.0771176,206.25506140211215
spec-1226-52734-0448,177.136993856758,11.0149285732583,10.29,2.08,0.04,7.94,0.08449174,169.2545962672484
spec-1226-52734-0551,177.208041419833,10.4326755735618,10.342,1.26,0.55,6.36,0.08236741,172.96895695085968
spec-1228-52728-0483,180.450240396375,10.6518077960764,10.519,1.24,0.54,3.59,0.0677285,223.55415099827195
spec-1229-52723-0208,182.38143044626,8.94318362062444,10.162,1.09,0.49,3.56,0.07081386,165.64726035172788
spec-1229-52723-0442,182.382766653216,10.771571187502,10.339,1.64,0.46,7.85,0.0675621,199.74899147004774
spec-1231-52725-0049,186.882718829952,8.80330296052692,10.706,2.33,0.28,3.33,0.09146895,221.44700233318903
spec-1231-52725-0174,186.377919885271,9.39442078144615,10.715,2.06,0.53,3.62,0.09066319,229.96825003567918
spec-1231-52725-0390,185.526549461223,10.1202380901232,10.54,1.35,0.73,2.31,0.09497181,221.03261697940985
spec-1231-52725-0460,186.24758273631,10.7709841231028,10.094,0.83,0.45,7.91,0.06683687,190.6634868262227
spec-1231-52725-0507,186.73122193489,9.98184877343032,10.758,2.16,0.72,4.36,0.06702074,254.72636485896092
spec-1234-52724-0393,145.395403494761,8.70707503863352,10.26,1.58,0.08,7.34,0.06879961,168.10623347472603
spec-1234-52724-0440,145.799379712497,8.44416954490687,10.72,2.12,0.69,4.35,0.08452977,246.99838896395173
spec-1234-52724-0471,145.876152001374,8.32203880980648,10.657,1.75,0.71,4.27,0.08461288,218.7753678554657
spec-1234-52724-0519,146.177343287034,8.66566760023598,10.526,1.63,0.69,7.45,0.08409753,273.10003193323695
spec-1234-52724-0629,146.918020106539,8.76586577323892,10.385,1.28,0.48,2.68,0.08221494,210.89363397951556
spec-1236-52751-0043,151.517369518135,7.30222837500317,10.708,2.34,0.39,5.84,0.09615589,227.1242067865653
spec-1237-52762-0178,153.62889148764,8.16719360393742,10.727,1.72,0.15,6.5,0.07436737,232.02698430137886
spec-1237-52762-0397,152.785949287843,8.69874606738013,10.592,2.16,0.52,3.92,0.09825163,202.93448595832075
spec-1237-52762-0481,153.641646172704,8.7505739349807,10.524,1.32,0.49,5.48,0.06872252,194.38454873782754
spec-1239-52760-0339,156.204729512491,9.55964016911914,10.077,0.45,0.26,7.77,0.04568534,162.89084771167234
spec-1242-52901-0331,56.7813870157235,1.00034293803214,10.782,2.3,0.71,5.08,0.03984664,255.85968025338062
spec-1263-52708-0275,116.007453867074,19.322062721497,10.621,1.55,0.53,3.2,0.06171868,239.43930094981295
spec-1264-52707-0390,119.409555275981,23.3009101995182,10.486,1.42,0.57,5.39,0.08419309,206.23356506894265
spec-1268-52933-0029,129.933514128087,29.0987210950401,10.636,2.01,0.6,3.21,0.08132813,209.85936785042628
spec-1268-52933-0062,129.829920923236,28.846826004393,10.53,1.58,0.12,4.7,0.0796706,193.60234290561104
spec-1269-52937-0009,131.422579403717,29.6259370901573,10.474,1.38,0.39,5.36,0.09892484,216.7038425732956
spec-1270-52991-0059,132.414914643012,30.4908558853453,10.511,1.99,0.66,4.06,0.07761667,220.8740751125255
spec-1271-52974-0335,132.614404363443,32.9048630888917,10.662,1.97,0.49,2.73,0.06674167,221.75691282468273
spec-1272-52989-0142,136.566212137814,33.1017814995758,10.669,2.26,0.56,3.83,0.06405883,239.70681932183416
spec-1272-52989-0400,135.069051523501,33.6224489007613,10.088,0.79,0.48,2.37,0.06514523,186.04584081185217
spec-1272-52989-0480,135.837741757366,33.5096610674887,10.565,1.15,0.12,4.34,0.09706446,196.85047460959913
spec-1275-52996-0087,143.333580099913,35.8956848043578,10.754,2.0,0.55,2.64,0.08170425,263.68511629851395
spec-1275-52996-0270,142.16546027929,36.4791835264022,10.691,2.33,0.39,5.77,0.08668695,285.65377806896896
spec-1275-52996-0483,143.443668698937,37.2213972618037,10.902,2.81,0.55,3.5,0.08876112,245.13958111123532
spec-1275-52996-0553,144.078757066683,37.2467146930327,10.452,1.83,0.59,3.8,0.01967638,186.41842569264654
spec-1276-53035-0001,147.123909191229,37.1333589441567,10.398,1.89,0.17,7.99,0.06020001,226.5841007117447
spec-1276-53035-0180,146.151540353911,37.6380437767869,10.307,1.12,0.45,3.69,0.07418649,212.29234099568887
spec-1277-52765-0210,148.132712440483,37.6685040777677,10.317,1.05,0.57,3.7,0.06693742,172.99798335557412
spec-1278-52735-0485,190.006905149952,50.4731838454532,10.464,1.09,0.31,6.24,0.0852311,195.65382970960462
spec-1278-52735-0631,191.977099456984,50.2052626652037,10.445,1.64,0.78,3.17,0.0956388,189.860012915778
spec-1282-52759-0136,200.679721425933,48.1320379376738,10.583,1.68,0.39,3.76,0.06908493,212.05043980640247
spec-1283-52762-0069,205.079233167368,48.1709220795169,10.668,2.09,0.43,4.47,0.08707754,239.58676627315958
spec-1283-52762-0128,203.920652388092,47.4360536196655,10.027,0.63,0.14,7.93,0.06215606,168.9083363422165
spec-1284-52736-0150,206.998628123912,47.2362890045213,10.328,1.26,0.53,3.2,0.06499121,175.62386149421923
spec-1287-52728-0125,215.463337027654,44.514389561859,10.559,1.75,0.37,3.82,0.09256304,198.40524533774047
spec-1291-52738-0304,224.696046246679,41.5423254027066,10.3,1.89,0.65,6.4,0.08471542,195.54908431296204
spec-1291-52738-0501,226.960465694896,41.8630281015227,10.51,1.82,0.45,3.85,0.05845486,192.42600044494455
spec-1295-52934-0057,123.016490109803,5.47507145584829,10.785,2.96,0.21,3.8,0.02994445,226.85493602093547
spec-1296-52962-0054,125.653964724049,5.9657257382091,10.895,2.72,0.56,2.79,0.08294093,265.1293639383795
spec-1296-52962-0055,125.715562457505,5.84437467394231,10.12,0.93,0.56,3.58,0.0421586,178.140636826438
spec-1299-52972-0634,135.308007352048,7.96378505590924,10.204,1.62,0.2,7.3,0.05965693,165.3702811061032
spec-1300-52973-0304,135.014367161113,8.35506081343033,10.618,1.93,0.46,5.58,0.06280635,204.44115881863712
spec-1301-52976-0204,138.328554907531,8.11611971005375,10.917,2.5,0.77,4.78,0.09232527,297.2980382146649
spec-1302-52763-0026,141.62930349146,8.35106200415877,10.647,2.09,0.45,4.39,0.02809914,212.27718956689608
spec-1309-52762-0126,172.644236955967,56.0407333397551,10.449,1.55,0.36,3.77,0.05154658,189.20743443945594
spec-1309-52762-0199,172.464701476146,56.2240546087695,10.134,1.31,0.35,4.09,0.05886436,161.13228971704518
spec-1310-53033-0138,173.205458289794,56.1786187931835,10.378,1.02,0.41,4.18,0.07352027,217.91069654559996
spec-1310-53033-0323,171.979139894749,57.693872577714,10.481,1.65,0.48,6.03,0.06748145,200.72560396836354
spec-1311-52765-0114,177.43681281339,56.6623732614444,10.359,1.11,0.57,3.61,0.08099564,209.62044017850118
spec-1311-52765-0249,175.140509351485,55.973850751197,10.527,1.51,0.3,3.44,0.07735427,200.1934861738247
spec-1312-52781-0556,179.354647060912,57.7027871947888,10.605,1.7,0.13,5.08,0.06454159,207.83842542826002
spec-1313-52790-0048,180.1136993565,56.2650166999023,10.513,2.02,0.34,3.53,0.0632223,201.2176774464868
spec-1313-52790-0085,179.975371849814,56.2440625481982,10.228,1.69,0.61,3.2,0.06492645,165.79211864906586
spec-1313-52790-0525,180.240311352839,58.2374388573331,10.412,2.62,0.12,6.08,0.09834427,181.4328920974943
spec-1314-53050-0289,180.373186559688,56.3347202535582,10.493,2.03,0.48,6.22,0.06366065,198.9251481179935
spec-1319-52791-0444,198.829954755489,57.6976589446518,10.352,1.06,0.3,4.38,0.07804706,200.0501087551018
spec-1322-52791-0166,205.91358520729,55.6315150777575,10.893,2.72,0.6,3.19,0.06886681,274.30784279194955
spec-1322-52791-0511,207.216310891752,56.0269899267319,10.511,2.48,0.48,7.97,0.07019863,242.93502816780438
spec-1323-52797-0021,210.851586388901,54.8648055282169,10.227,1.35,0.67,2.53,0.08355175,177.33947861953288
spec-1323-52797-0372,207.521744506993,56.0052810505401,10.195,1.73,0.33,7.92,0.06851034,162.3216937141306
spec-1323-52797-0623,210.939559503277,55.6145291911111,10.208,1.73,0.4,6.36,0.0409097,164.13319541660627
spec-1324-53088-0162,211.899181442441,54.0447104976387,10.577,2.6,0.23,8.0,0.07886079,213.87481139881226
spec-1324-53088-0510,212.370309432077,54.8613590032795,10.184,1.29,0.55,5.4,0.04170994,156.96583071478824
spec-1324-53088-0639,213.422168562406,54.7910837842119,10.46,1.57,0.6,3.35,0.08255488,185.0674918742841
spec-1325-52762-0278,211.970908142774,53.614285549425,10.612,1.69,0.49,7.99,0.07811809,234.4332198915962
spec-1325-52762-0416,212.510721391104,54.9130722127311,10.351,1.19,0.6,3.46,0.04157615,186.90704330702224
spec-1327-52781-0345,217.896345329063,52.654731844035,10.394,1.12,0.58,4.36,0.0763498,258.4809243032457
spec-1329-52767-0273,223.869725555154,49.4372286073277,10.35,1.75,0.32,7.83,0.07411002,175.57571219305203
spec-1331-52766-0003,232.562349983625,46.623404497098,10.494,1.45,0.44,6.25,0.09530167,193.18049330747556
spec-1331-52766-0416,230.585423787243,48.5082781392588,10.248,1.25,0.51,3.95,0.07497112,165.4620966080483
spec-1333-52782-0469,235.994138514349,44.9716994470066,10.623,1.54,0.22,3.32,0.03677466,205.72677250326836
spec-1337-52767-0499,245.374869955737,37.9765699056543,10.48,1.58,0.58,7.86,0.07316433,253.8644421355894
spec-1337-52767-0592,246.29615114581,37.9747484462617,10.075,0.68,0.41,3.3,0.02860677,192.6913473694846
spec-1339-52767-0634,250.591596710057,34.207916490864,10.554,1.43,0.42,5.06,0.09991495,220.1857803927746
spec-1340-52781-0108,250.062943596103,30.4911705365561,10.49,1.12,0.52,3.18,0.09713665,240.16351698092654
spec-1340-52781-0314,249.069815082434,31.0151283458235,10.58,1.57,0.59,2.62,0.09083596,211.95102509548389
spec-1341-52786-0114,251.312215497389,30.7948890365524,10.732,1.63,0.6,3.09,0.07852639,232.88630427985856
spec-1341-52786-0129,251.549828863187,31.7142815401262,10.02,1.02,0.22,7.99,0.05379637,163.26476038915263
spec-1342-52793-0266,250.982821750813,29.2012045304506,10.221,1.05,0.43,3.06,0.07307385,191.38874470426947
spec-1343-52790-0097,253.632327252172,30.4628860649115,10.392,1.49,0.39,4.03,0.05995155,195.248833706083
spec-1343-52790-0387,252.012866110227,31.8201304466885,10.298,0.94,0.52,3.04,0.05519812,181.9841856160998
spec-1344-52792-0049,204.246935122977,42.4580203829079,10.592,2.12,0.61,3.39,0.06076499,202.9540004394329
spec-1344-52792-0135,203.920363013087,42.4025014329616,10.693,2.17,0.45,3.27,0.06191433,220.60854027810504
spec-1347-52823-0236,211.921752655672,40.9616931268532,10.592,2.0,0.56,6.66,0.08047578,233.1679810780439
spec-1347-52823-0374,212.038903370259,42.3825202639201,10.32,1.91,0.46,2.97,0.08819564,177.20168906633006
spec-1347-52823-0385,211.926360989082,41.9922013296544,10.746,4.05,0.55,7.99,0.09287448,223.79783687022262
spec-1347-52823-0400,211.759753703485,41.4993350541101,10.469,0.98,0.33,3.47,0.08879195,198.85565166608777
spec-1347-52823-0465,212.499752333398,41.7678588627905,10.663,1.88,0.52,3.37,0.09550732,213.9503131630137
spec-1348-53084-0095,215.936755954106,40.1626330852904,10.397,1.42,0.45,3.13,0.08274396,181.71476460894146
spec-1348-53084-0106,215.932948392256,40.2170070144541,10.397,0.99,0.71,5.15,0.08427244,218.71005479999937
spec-1349-52797-0624,219.889650402434,40.4461298647931,10.374,1.77,0.68,6.37,0.07694832,176.3166260591634
spec-1352-52819-0479,226.032220835379,37.0875947750186,10.499,1.52,0.34,5.71,0.07945821,189.3642831000948
spec-1356-53033-0112,151.777710654726,39.5912470058097,10.639,2.62,0.28,6.68,0.06767287,227.33416110118466
spec-1356-53033-0525,151.493545962417,41.0310113482566,10.526,2.27,0.28,7.88,0.08837521,222.67109241419547
spec-1357-53034-0612,155.062472899801,41.0599290408435,10.51,2.07,0.46,4.49,0.09026243,226.44269445004457
spec-1359-53002-0112,156.996378066028,40.7715672642724,10.506,1.82,0.58,4.17,0.08458173,189.71704793216293
spec-1359-53002-0317,154.944072131327,40.964717384745,10.511,1.46,0.64,3.52,0.09523989,196.99440898549338
spec-1362-53050-0358,161.726036256208,43.7215291225036,10.291,1.12,0.78,2.76,0.08548175,182.81518454639888
spec-1364-53061-0249,166.807273229213,43.2617015386979,10.235,1.68,0.3,7.35,0.07560956,210.91226764404612
spec-1364-53061-0530,168.468210314755,44.0916465128157,10.413,1.65,0.61,5.48,0.08553641,186.2789010976893
spec-1369-53089-0605,182.064356842962,45.5638428462783,10.25,0.98,0.19,2.48,0.06956688,163.6069077725316
spec-1371-52821-0009,187.493925501568,44.3017065552558,10.154,0.91,0.35,5.46,0.0397906,184.4835648879671
spec-1372-53062-0104,190.055351377459,44.1729107943686,10.089,1.58,0.4,7.55,0.05952268,170.67333094049638
spec-1372-53062-0388,187.757003791637,45.3968296634902,10.368,1.29,0.59,3.0,0.07591709,194.18822275821177
spec-1374-53083-0240,194.913906902128,44.2027340080224,10.652,1.4,0.57,4.52,0.07450169,269.8343679435707
spec-1375-53084-0100,198.663115372102,43.4274359844619,10.316,1.18,0.51,2.85,0.07472965,184.14637889886347
spec-1375-53084-0153,198.933614358653,44.2009830675802,10.776,2.44,0.57,5.72,0.09111714,257.4596973821827
spec-1375-53084-0373,197.550985201717,45.2968120810874,10.312,2.67,0.02,6.83,0.03541282,169.1316061559693
spec-1376-53089-0250,199.704671808644,42.8550523077888,10.442,1.35,0.57,3.38,0.07434934,190.16736033752142
spec-1377-53050-0502,206.774621856338,41.0249628978081,10.02,1.24,0.12,6.15,0.0629958,153.31981964021944
spec-1378-53061-0356,207.513305974313,39.8967304536331,10.593,1.65,0.71,3.27,0.09652174,203.53301883340143
spec-1379-53084-0084,211.961416563931,38.1062983806409,10.541,1.76,0.6,6.37,0.06666841,212.75077137109378
spec-1379-53084-0400,210.220226877062,39.4134726655996,10.518,1.05,0.03,3.45,0.09522503,194.69420564632313
spec-1380-53084-0553,215.327983859076,38.8827061092424,10.517,1.35,0.37,4.03,0.08171234,199.38623366099586
spec-1382-53115-0543,220.641109086365,37.4523321271271,10.06,1.12,0.06,6.37,0.01376246,154.76066998141647
spec-1384-53121-0159,225.222474403456,34.5766390601563,10.237,1.74,0.43,6.63,0.05456365,162.1071445703295
spec-1384-53121-0167,224.518041337316,34.647289929474,10.401,1.64,0.65,2.9,0.08788501,192.89624586516328
spec-1385-53108-0209,227.099111179912,33.3900519645783,10.49,1.17,0.41,4.42,0.07812012,246.64833661091643
spec-1385-53108-0337,226.180266547038,35.178242192263,10.437,1.42,0.22,7.79,0.09610792,183.65217095473648
spec-1386-53116-0519,229.696324169402,33.4533996935008,10.358,2.1,0.49,7.98,0.08394211,180.68118898502533
spec-1390-53142-0084,238.031016363987,27.8864869570473,10.363,1.07,0.43,4.69,0.0815587,193.5706266838377
spec-1390-53142-0494,237.439521674634,29.2374075462326,10.45,1.54,0.5,3.43,0.08225472,193.42716033309563
spec-1391-52817-0054,239.693338143333,27.2131126024848,10.765,1.8,0.2,3.91,0.08760915,298.90813938585757
spec-1391-52817-0113,239.666972147244,27.5828760049897,10.618,2.45,0.5,4.66,0.03112935,216.29898735957542
spec-1391-52817-0132,239.569391911783,27.2367329405699,10.872,1.51,0.42,5.82,0.08933492,306.298714324269
spec-1391-52817-0134,239.542685546545,27.3175353619582,10.973,2.46,0.17,4.49,0.08837041,262.7858777119156
spec-1391-52817-0442,239.341111975762,28.6702829177801,10.435,1.99,0.33,7.81,0.07790822,198.8480273993539
spec-1391-52817-0593,239.933058773179,27.7082429648318,10.979,2.99,0.25,5.17,0.05065905,281.7984205043015
spec-1392-52822-0189,239.7411512019,27.0730554961336,10.591,1.78,0.44,5.04,0.08791184,221.53871861583923
spec-1392-52822-0229,239.602097764194,27.1904360886659,10.865,2.26,0.35,4.09,0.09140495,246.64379834958604
spec-1392-52822-0231,239.594259600124,27.2567215459392,10.572,1.88,0.28,6.14,0.09029622,216.17282313966246
spec-1392-52822-0234,239.607938572216,27.1594322455528,10.644,2.26,0.4,4.88,0.09179554,212.17756819209416
spec-1392-52822-0271,239.553171221151,27.2831515175627,10.518,1.49,0.4,4.38,0.08605201,229.67991429029755
spec-1392-52822-0318,239.100501272639,27.2950199645987,10.685,1.75,0.31,8.0,0.09569712,269.7174061542255
spec-1392-52822-0330,239.350336441756,28.2559830965151,10.44,2.25,0.54,4.31,0.09005851,211.49311038616338
spec-1392-52822-0435,239.683286296707,27.3500974410651,10.637,1.46,0.26,7.96,0.09189001,263.0220247454387
spec-1393-52824-0057,242.876455437657,25.7110495598006,10.247,2.02,0.48,7.89,0.08116709,174.8188571960041
spec-1393-52824-0062,243.203527086511,25.864650310834,10.747,2.2,0.23,5.66,0.04110302,250.37936824338064
spec-1393-52824-0232,241.820215944922,26.2744227868383,10.451,1.36,0.49,2.9,0.03156111,191.23378281876646
spec-1393-52824-0598,243.031620883888,26.4406339542452,10.817,2.23,0.64,3.6,0.08743692,253.88025759205473
spec-1394-53108-0439,213.419929535079,43.65918425256,10.775,1.76,0.33,3.39,0.09038765,253.3907087445558
spec-1395-52825-0433,216.351087307913,43.442777102108,10.811,2.24,0.52,2.76,0.09624079,252.54815290499067
spec-1395-52825-0540,216.988195812827,43.5853369640616,10.174,1.92,0.51,7.84,0.07119524,170.05588479706003
spec-1396-53112-0366,218.718808425908,43.3097099469976,10.531,1.68,0.46,4.64,0.08344284,196.2406962786131
spec-1401-53144-0035,234.998069718462,35.7223380892537,10.169,1.09,0.42,7.89,0.06773119,169.64861539862594
spec-1402-52872-0133,235.513426572207,34.1692670694204,10.638,1.8,0.27,3.56,0.07238125,253.1167792019242
spec-1404-52825-0245,239.213348188199,31.5617025778403,10.497,2.35,0.41,5.24,0.0739713,206.27883219278644
spec-1404-52825-0323,238.07929497305,33.5711131644312,10.221,1.04,0.34,4.01,0.07495659,166.7745292614904
spec-1406-52876-0322,241.984589551342,31.0259270352979,10.297,1.28,0.45,3.62,0.05889331,188.51448813142383
spec-1406-52876-0427,242.669812927247,30.2551333674407,10.562,2.06,0.33,4.49,0.03068992,201.30183940195252
spec-1409-52824-0155,248.718174866997,25.6730964469683,10.018,0.67,0.2,5.81,0.04421322,180.71604408176276
spec-1409-52824-0441,248.271902169524,26.8813664266596,10.409,1.9,0.3,5.43,0.07250159,186.68959580732638
spec-1409-52824-0477,248.252715777783,26.193846536158,10.436,1.43,0.59,3.92,0.06583438,187.90238081562535
spec-1409-52824-0539,248.541655084293,26.7681348662651,10.759,1.88,0.65,3.46,0.07017583,236.742474977154
spec-1415-52885-0449,253.977593122263,22.8471085123749,10.625,2.19,0.31,5.84,0.04694583,205.8490601555266
spec-1416-52875-0051,236.796882025924,35.6605515435951,10.381,1.64,0.38,6.22,0.08067437,208.5030906901564
spec-1416-52875-0225,236.110353271135,36.1199742237048,10.396,0.84,0.34,7.97,0.06764845,218.73185365435174
spec-1416-52875-0436,235.810082067511,36.4109001174963,10.338,2.02,0.38,8.0,0.06531516,193.42381248553292
spec-1416-52875-0527,236.635730559162,37.3809782895706,10.342,1.3,0.19,4.01,0.07599197,175.02981146725938
spec-1417-53141-0351,237.331614745061,35.1974270812176,10.32,1.27,0.35,7.89,0.08161454,253.5574435451707
spec-1417-53141-0394,237.685357650678,35.3564536348669,10.495,1.52,0.44,4.28,0.09279055,198.23721539985777
spec-1417-53141-0448,238.37519690557,36.2073266912308,10.363,1.35,0.2,3.62,0.06898353,187.06731089004063
spec-1418-53142-0070,241.29757497272,33.4705377167184,10.669,1.59,0.58,4.05,0.06150443,228.56153006310322
